id,title,description,prep_time,cook_time,published,category,servings,owner
71b735fb-7643-4bb3-8932-27b007a47201,Banana Nut Muffins,Make and share this Banana Nut Muffins recipe from Food.com.,20,30,2001-04-03,Quick Breads,12,
27b85449-b37f-4959-8700-551849448b91,Fruit Filled Coffee Cake,"I got this recipe a long time ago from a friend at a former job.  I have since taken it in to meetings at work several times, with different variations on the fruit filling (I've even split the coffee cake by using two different  flavors, such as apple on one side & cherry on the other).  No matter what, this coffee cake ALWAYS disappears!",15,40,2001-04-03,Breads,24,
b92e88aa-dd05-4a07-92d0-e14cf61a11cf,Dirty Martini,"It s just wonderfull if you like really dry-strong flavor drinks, and the olive juice give it a great salty-olive taste. It s from every bar you go, it s the way they made it.",3,,2001-04-05,Beverages,1,
d06b9d96-3dda-4ae0-85a3-0527bc7a1bfa,Delicious Quick Pasta &amp; Sauce,"Quick, easy, kids like it--tomato sauce, fresh basil, cheese. I made this for the first time tonight, have been neglecting the groceries.  I made this from what I had in the kitchen. It was delicious, my 4 year old liked it too!",10,20,2001-04-06,Cheese,2,
0bdc890d-004d-4dc7-9f24-4b6f4977f599,Solo Chicken Pineapple Pilaf,Make and share this Solo Chicken Pineapple Pilaf recipe from Food.com.,0,25,2001-04-06,Chicken Breast,1,
0cc64bd6-6440-48c3-9e70-2e5d160c8565,Wholly Guacamole,"This is a true Tex-Mex recipe concocted by a distant relative stationed at the Alamo nearly 160 years ago. According to family lore, he was out looking for some good tomatoes when Santa Ana attacked the now famous Texas landmark. Luckily, our relative kept this recipe in the lining of his coon-skin cap, and both he and his avocado dip lived to fight another day. Years later, near death from an infected Chihuahua bite, he looked deep into his son's eyes, and with his last breath, uttered the familiar phrase &quot;Remember... the...guacamole.&quot;",20,,2001-04-09,Tex Mex,,
b77431f0-f3cf-4fe6-a5a1-1635473ac8c0,Miami Vice Frozen Drinks,Make and share this Miami Vice Frozen Drinks recipe from Food.com.,10,,2001-04-09,Beverages,6,
839e195c-1d2c-4170-8d35-7a99167cd426,Creamy & Rich Au Gratin Potatoes,Make and share this Creamy & Rich Au Gratin Potatoes recipe from Food.com.,30,60,2001-04-11,Oven,8,
fefcefb3-500d-4ca1-a32c-8e1713da6efa,Classic Hollandaise Sauce,Make and share this Classic Hollandaise Sauce recipe from Food.com.,5,15,2001-04-11,Very Low Carbs,6,
686ef6d3-d07b-4b73-a9af-8a72dc279500,Sweet Peanut Butter Cookies,Make and share this Sweet Peanut Butter Cookies recipe from Food.com.,20,12,2001-04-13,Dessert,24,
e47b17d4-2f4e-4c4c-a544-52b95b6b7b69,Granny's Sugar Cookies,Make and share this Granny's Sugar Cookies recipe from Food.com.,15,10,2001-04-13,Dessert,12,
75ae5b05-71f5-46b8-b307-6dedd297450a,Beef Steak (Jerk),Make and share this Beef Steak (Jerk) recipe from Food.com.,240,330,2001-04-14,Meat,,
86fffe4f-c518-44d5-be92-bb0ef1147993,Grilled Potatoes,"This is great to serve with grilled chicken or pork! Cook potatoes first, then move to an area without coals to keep warm while you are cooking your meat. Recipe can be varied to suit any dietary restrictions you may have. Can be baked in oven for 1 &amp; 1 2",10,30,2001-04-14,Potato,6,
31a0e6a5-987d-4cc7-82ee-9f9b092914af,Betty's Biscuits Supreme,"These are so simple to make, yet so tasty! They are perfect with jam, honey or just plain. These also make the perfect bed for strawberry shortcake or with any other berries for that matter.",15,10,2001-04-14,Breads,8,
0837e44e-e9ae-4351-9448-4a9f9b9d4b3f,Asparagus Risotto,Make and share this Asparagus Risotto recipe from Food.com.,10,25,2001-04-16,One Dish Meal,4,
442df37b-61a0-4727-8ff6-f9f3ee45ddd9,Cranberry Punch,Make and share this Cranberry Punch recipe from Food.com.,15,,2001-04-18,Punch Beverage,15,
100a8aa5-aeb1-4b74-9904-8d76152ddbf2,Super Easy Mild Chili,Make and share this Super Easy Mild Chili recipe from Food.com.,20,60,2001-04-20,Beans,8,
e5222d21-e4a7-40ad-aeb9-36fe49569505,"Roast ""Sticky"" Chicken","Beautiful and delicious, this incredibly moist roasted Chicken puts Kenny Roger's Roasters, Boston Market, and other rotisserie style chickens to shame! Please don't let the word ""overnight"" mislead you; for actual hands-on preparation, this is  a Quick-N-Easy way to impress Sunday dinner guests!",15,310,2001-04-20,Whole Chicken,6,
52f3d06e-50fa-4f7b-828c-daa870b91ac2,Couscous and Sun-Dried Tomatoes,Make and share this Couscous and Sun-Dried Tomatoes recipe from Food.com.,10,15,2001-04-21,Vegan,4,
b9e9685b-19c5-4b0a-9b7f-4804bb0dad52,Baked Beans,Make and share this Baked Beans recipe from Food.com.,10,30,2001-04-22,Beans,,
cc79a8fb-e31a-4c50-9b28-1383d5d69a77,Mom's Molasses Cookies,Make and share this Mom's Molasses Cookies recipe from Food.com.,70,15,2001-04-22,Dessert,12,
42344a3b-2e81-446f-9c35-f503ab1928cc,Bergie's Best Meatballs,"This is my version of Swedish Meatballs. They are good enough for company, easy to make and you'll have them coming back for more.",15,15,2001-04-22,Potato,,
ca40c365-91c7-4eeb-9dbf-d53d717d8327,Claude's Baked Beans,"Updated on September 16, 2009. I posted this recipe on Apr 22, 2001 and am embarrassed to say that just TODAY I found out that the recipe is missing an ingredient! I talked to 'Claude' and she (Claudia, actually) said that the recipe needs to include 1 can of condensed tomato soup. I have added the soup to the ingredients list.  The recipe received several 5-star ratings before I corrected the ingredients list so I guess that goes to show that this is a really good recipe!  Here is my original recipe description:

These beans are delicious. Even those who don't like baked beans love these. This is the recipe that I am requested to bring to every potluck. I've made them in the slow cooker also but I think they cook best in the oven. They are a thicker consistency when baked in the oven.",15,60,2001-04-22,Beans,10,
b20f4a7b-3f5e-4cf0-afc3-ccc9d7c6b38f,Kid's Macaroni &amp; Cheese Casserole,Make and share this Kid's Macaroni &amp; Cheese Casserole recipe from Food.com.,10,20,2001-04-23,Tuna,5,
128695b7-ed3b-4e7f-9562-f3354d08790e,The Best Pasta Salad,Make and share this The Best Pasta Salad recipe from Food.com.,40,11,2001-04-23,< 60 Mins,,
a731ede7-df21-4152-87e3-740e343d7a83,No Lackie Souvlaki,This recipe may be BBQ'd or grilled in the oven.If you like spicy food add a Jalapeno pepper to the dipping sauce. It can  be served over rice as a main meat dish. Put meat over the rice and drizzle the sauce over it.For appetizers serve a cube on a toothpick with the sauce on the side  This recipe will make 4 main course servings or 32 appetizers,25,25,2001-04-23,Meat,4,
f5f60bb7-c1c5-44aa-bac7-d098c6d71ec9,Kmt's Low Fat Ricotta Spinach Rolls,"This is a treasured adoptee.  Here is KMT's original description of it:  Delicious, low fat, Italian dish. Very filling too!",45,30,2001-04-23,Cheese,8,
7be3a37b-ed08-4b66-aa54-6ae020ab03ee,Fish with Sage and Garlic Sauce,This is lovely with any kind of white fish. I used halibut cheeks the for the first time and it was great!,30,30,2001-04-24,Spring,4,
d276a86e-ab4e-42cb-90cb-227fbea9d393,Baked Potato With Rosemary,Make and share this Baked Potato With Rosemary recipe from Food.com.,5,60,2001-04-24,Potato,4,
5108f2e7-4202-479a-a9bb-1bd7353153e8,BBQ Turkey Meatloaf with Turkey Bacon,"My family loves this meatloaf recipe;  they beg me to make it.  I needed to find a healthy recipe to serve my family because of high cholesterol and diabetes.  It isn't dry, it's moist.",15,45,2001-04-24,Poultry,,
25229807-0c31-44f1-9233-a9b6dd109567,BBQ Chicken With a Zing,"This is a tasty Chicken dish that you can either BBQ or oven grill. Serve it with rice, aspargus and another of your favorite veggies. BBQ'd new Potatoes with bit of dill &amp; butter go well too. Use your own choices. You can also cut it into bite size pieces, marinate and then skewer the pieces - the flavor really infuses the chicken",15,20,2001-04-26,Canadian,4,
d8df1e91-191f-4acf-bb19-07118f168fc7,Herbed Rice With Currants in Olive Oil and Balsamic Vinegar,"A Persian recipe by Israeli chef Hanoch Bar Shalom. Kosher for Passover only for Sephardim. Bar Shalom suggests making a double amount of the currant mixture to save for garnishing salads, meats and poultry. That part of the recipe is kosher for everybody.",30,272,2001-04-26,Rice,6,
3382fc92-f97d-45b9-96d8-27677c902953,Garlic Shrimp and Scallops,This elegant dish brings out the flavors of both the shrimp and the scallops. I recommend that this is served over pasta. You can get both the Shrimp and Scallops from www.BigEasySeafood.com.,15,15,2001-04-27,Cajun,4,
54937290-cbf7-47e4-bc72-fe3023d82f8a,Cape Cod,Make and share this Cape Cod recipe from Food.com.,5,,2001-04-27,Beverages,1,
245a27ee-24f7-45ba-b03c-516d34a49431,Coconut Tequila,Make and share this Coconut Tequila recipe from Food.com.,5,,2001-04-27,Beverages,1,
b4b9510d-f263-46b9-9c4d-0900281c4f54,Marble Bundt Cake,Make and share this Marble Bundt Cake recipe from Food.com.,20,60,2001-04-27,Dessert,,
944943fb-2d23-44e3-a599-cdcb015303ab,Blue Hawaiian,Make and share this Blue Hawaiian recipe from Food.com.,5,,2001-04-27,Beverages,1,
f003f490-036d-45cb-8659-628c709e15e4,Black Russian,Make and share this Black Russian recipe from Food.com.,5,,2001-04-27,Beverages,1,
76626beb-ad27-4fb8-9f92-527d652f5bf9,Cuba Libre,Make and share this Cuba Libre recipe from Food.com.,5,,2001-04-27,Beverages,1,
b5c6ee40-6cc9-4d1d-a6f0-e58b1233fd80,Americano Cocktail,Make and share this Americano Cocktail recipe from Food.com.,5,,2001-04-28,Beverages,1,
b5ec88a0-8b91-4533-ab3d-c4117a8b6bdb,Alcudia,Make and share this Alcudia recipe from Food.com.,5,,2001-04-28,Beverages,1,
a3f9c181-cb15-4041-ac61-07daeabbf65c,Kentucky Butter Cake,Make and share this Kentucky Butter Cake recipe from Food.com.,30,80,2001-04-28,Dessert,,
a0be1d36-4485-444b-802c-6a058add242f,Apple Pudding,Make and share this Apple Pudding recipe from Food.com.,10,60,2001-04-28,Dessert,,
69c020dc-c712-4c9c-9f4c-b8c25a0f0840,Banana Oat Muffins,Make and share this Banana Oat Muffins recipe from Food.com.,10,25,2001-04-28,Quick Breads,12,
180e20b2-20ec-4c90-adaa-df61e83012f1,Lazy Day Oatmeal Cake,Make and share this Lazy Day Oatmeal Cake recipe from Food.com.,30,70,2001-04-28,Dessert,9,
3546bbbd-5c63-40ba-a05e-713f32676253,Hemingway (aka Death in the Afternoon),Make and share this Hemingway (aka Death in the Afternoon) recipe from Food.com.,5,,2001-04-30,Beverages,1,
d124594c-cef8-469d-8301-54deff3fb7cf,Hot Buttered Rum,"Only scale down to half at most.  It is difficult to scale much farther down and still get the batter to come together.  Made this in 2004 xmas and it tasted good, but wished I'd made more and just kept the leftover batter around.",15,,2001-04-30,Beverages,80,
e7eea100-aa72-435f-9d30-b0498e274653,Irish Coffee,Make and share this Irish Coffee recipe from Food.com.,10,,2001-04-30,Beverages,1,
4bae3fc6-a856-40ef-b525-0b9b7b2eb8d6,Kangaroo (aka Vodkatini),Make and share this Kangaroo (aka Vodkatini) recipe from Food.com.,5,,2001-04-30,Beverages,1,
8b08d8c9-f990-4d3d-8487-6ea45eb83dd7,Manhattan,My favorite drink by far. Recommend Cinzano vermouth it makes a huge difference and Maker's Mark is my bourbon.,5,,2001-04-30,Beverages,1,
3df2dd7b-a241-4637-9275-db4aa3dffc66,Kir,Make and share this Kir recipe from Food.com.,5,,2001-04-30,Beverages,1,
db847297-e60c-4645-a32c-a489f8377563,Ceylonese Roti,Make and share this Ceylonese Roti recipe from Food.com.,15,30,2001-04-30,Breads,8,
925a9477-9c7a-4577-815b-0a87c106c8d7,Pudina (Mint) Roti,Make and share this Pudina (Mint) Roti recipe from Food.com.,15,35,2001-04-30,Breads,10,
811246af-e602-4366-a024-2c4862e4518b,Fresh Vegetable Basil Soup,I found this recipe online and it turned out pretty good. I have a fondness for fresh peas so I haven't tried it yet with frozen.,30,45,2001-05-01,One Dish Meal,6,
1356060e-f503-4c83-8639-d303e496b32c,White Bean Pate with Tomato Relish,Make and share this White Bean Pate with Tomato Relish recipe from Food.com.,20,15,2001-05-01,Beans,,
27feaf9d-d04f-45c1-bc06-6bdd8e4dc0dc,Mediterranean Spinach,Make and share this Mediterranean Spinach recipe from Food.com.,15,10,2001-05-02,Vegetable,,
81484a84-645f-4f4c-8189-c8634c1e85cb,Jicama Salad,This salad is excellent with any meal. It is crisp and refreshing. I like it because you can prepare it well in advance of the meal.,20,120,2001-05-02,Mexican,6,
312a2dce-486f-44b0-8128-08b2b108eb9a,Mexican Ceviche,"This dish is a regular served on the beaches of Mexico. Serve it as a seafood appetizer or as a side salad dish. You can alter it to suit your own taste. Make it as spicy or as mild as you wish. My friends all love it. I often use shrimp &amp; fish or shrimp &amp; scallops - when I do this I do not marinate the shrimp as the shrimp tend to get tough. I steam the shrimp and add them a few hours before serving as I mix all the ingredients together. In Mexico when they make this they often add sea water (not recommened).  If you are using frozen fish, choose a firm-fleshed fish and make sure it is fully thawed with as much moisture as possible removed.",20,480,2001-05-02,Halibut,,
f955bf1a-0ef7-44bc-b325-682fa8521949,Chayote and Onions,"A simple dish that allows a bit of variety to your usual favorite veggies.

Try using Cilantro instead of oregano.  I use about 2 tbsp fresh chopped",15,20,2001-05-02,Onions,,
aea4ee8b-fdb6-46dc-a78e-07654c4865d5,Pasta with Lentils and Goat Cheese,Make and share this Pasta with Lentils and Goat Cheese recipe from Food.com.,10,35,2001-05-02,Lentil,4,
00e684b3-5cb8-4da3-9504-5c6d86b9cfe6,Raisin Cinnamon Scones,I adapted this recipe from a Extra Light Biscuit recipe in a cook book called Feasting Naturally . I added more wet substances and the outcome was great.,25,20,2001-05-03,Scones,12,
3a6f9c96-1d4f-4d96-99fa-4372f8c0f329,Sweet Sour Cucumber Salad,Make and share this Sweet Sour Cucumber Salad recipe from Food.com.,15,,2001-05-04,Vegetable,4,
c01c0e80-d17e-4c1c-8a1c-7b2052b3d01e,Vegan Macaroni and Cheese,Make and share this Vegan Macaroni and Cheese recipe from Food.com.,5,30,2001-05-06,Low Cholesterol,4,
4c0d15cc-cb78-4662-9689-36c742cb648c,Vegan Carrot Cake,This is a yummy carrot cake with rich cream cheese frosting. It tastes very much like the non-vegan version.  I believe I came across this recipe on a vegetarian recipe board.,30,53,2001-05-06,Dessert,12,
38f1f335-6c8d-44cd-aa43-bc233401b19b,Greek Potatoes,"I used to drool over the potatoes my aunt made at our huge family reunions, but not be able to eat them because they are traditionally cooked alongside lamb. Here is my vegan-ized version. Enjoy!""",10,60,2001-05-06,Vegetable,5,
cdf6385f-9d11-4ba5-8d2c-bf5cd5a8ecc2,Carol's Dal Curry (curried lentils),"This is a dish I cooked up one night when I was craving lentils. It's quite good when eaten in conjunction with another recipe I've posted here, Rice with a Chilean flair. Indian and South American food combined!",30,35,2001-05-06,Lentil,6,
54876298-9b2b-4d08-823b-229fbba0b299,Plain Raita,It is an indispensable accompaniment of Indian cuisine.  A great way to enjoy your meal and mail in the hot summer months!,2,,2001-05-07,Lunch/Snacks,6,
e097b193-e4c2-4cf3-ae7f-85f892968d1a,Collard Greens a la Carol,Make and share this Collard Greens a la Carol recipe from Food.com.,15,30,2001-05-08,Collard Greens,4,
661953d6-4172-45c3-bb2d-ad2c3d5f8f71,Cream Cheese Pound Cake,Make and share this Cream Cheese Pound Cake recipe from Food.com.,10,100,2001-05-09,Dessert,12,
e74664c7-4ee9-42a5-8fde-f7b58134bf11,"Corn, Tomato, and Black Bean Salsa","This is an excellent dish alone or as a side dish for both hot and cold entrees. Best if allowed to stand at least an hour in order to marinate the flavors. Can even be made a day or two ahead, as the flavors get even better.",30,15,2001-05-09,Corn,,
a2d1278b-e4dc-447c-a590-52b1138aef44,Mango Mousse,Make and share this Mango Mousse recipe from Food.com.,0,10,2001-05-09,Dessert,,
f3760c64-55d0-4962-866c-68c6d7b2a9a2,Rainbow Cake,Make and share this Rainbow Cake recipe from Food.com.,0,45,2001-05-09,Dessert,,
8dffef78-f8f2-46cb-93b7-f1dd22ff8940,Pork Piccata,"This recipe came from a Time-Life recipe book and originally called for veal; however, since veal is so expensive and difficult to come by, I use pork with the same very tasty results. I like to serve this with crusty French bread and a green salad.",30,15,2001-05-10,Pork,,
ec4b84cb-1a1d-43c6-a01a-c63f0f1fb5cc,Frijoles Negros (Cuban Black Beans),Make and share this Frijoles Negros (Cuban Black Beans) recipe from Food.com.,15,45,2001-05-11,Black Beans,6,
44758738-3775-4818-8da9-4329e6da1bf4,Carol's Easy Pita Bread,Make and share this Carol's Easy Pita Bread recipe from Food.com.,55,44,2001-05-11,Breads,,
5dbf7033-a2a8-4a07-b732-eef8657a34c4,Fiesta Cheesecake,Make and share this Fiesta Cheesecake recipe from Food.com.,15,58,2001-05-11,Cheesecake,25,
984d7ef9-d241-47f2-bdbc-c9cee97f3f40,Waldorf-Astoria Red Velvet Cake,Make and share this Waldorf-Astoria Red Velvet Cake recipe from Food.com.,15,30,2001-05-11,Dessert,12,
2f6a7cc8-a736-45e8-a858-2430b59a765f,Butter Chicken,Make and share this Butter Chicken recipe from Food.com.,20,375,2001-05-13,Chicken,,
aaaa6c92-6581-4e7d-a591-c19bcd1c9a5d,Thai Sweet Chili Dipping Sauce,Make and share this Thai Sweet Chili Dipping Sauce recipe from Food.com.,5,45,2001-05-14,Thai,,
e514ad4e-7340-4aa0-96ab-35073f00306f,Thai Sweet Chili Sauce,Make and share this Thai Sweet Chili Sauce recipe from Food.com.,5,20,2001-05-14,Thai,8,
58687d0e-204e-4d95-8361-c2e756f06594,Debbie's Spanish Rice,"This is a creamy, cheesy, vegetarian version of Spanish rice...a great side dish! The recipe was given to me by a friend.",45,40,2001-05-14,Rice,,
79d665d3-e413-4e3d-90fb-b84beac4557c,Balti Butter Chicken,Make and share this Balti Butter Chicken recipe from Food.com.,15,30,2001-05-14,Chicken,4,
503c230e-f188-483d-89da-a19a2616d7d9,Chocolate Mousse,"...from THE REALLY GOOD FOOD COOK BOOK. You won't believe how wonderful this mousse is! You can serve it at the most elegant dinner parties or at family dinners and, I promise you, it will be all gone.",15,5,2001-05-15,Dessert,,
55b40c50-d24f-4742-ae2d-acaaced49e4f,Coffee Shake,Make and share this Coffee Shake recipe from Food.com.,5,,2001-05-15,Shakes,,
17c36d88-d607-4bb1-962c-4b50d516461f,Tilapia,Make and share this Tilapia recipe from Food.com.,10,15,2001-05-15,Tilapia,2,
8ad5a9df-9ad4-487d-86fd-d521e040e4fd,Blushing Strawberry Family Delight,"Its yummmmmmmy! This recipe was passed on to me by my cousin sis, Anju Bhagchandani and I can't thank her enough for it. Its a dessert enjoyed at any time of the year, on any occassion and by anyone and everyone no matter how young or old. It tastes too good and the colour is a beautiful baby pink. Enjoy!",5,10,2001-05-15,Dessert,6,
6eef0bf3-7ed5-4ef8-89e2-b059bf9160f3,Quick Quesadillas,"When my kids were younger, I was always trying to think of the world's easiest and quickest way to make their lunches. I don't think you can get much easier than this...and the kids loved them!",2,10,2001-05-16,Lunch/Snacks,2,
3dc622a6-2a74-43bf-ac48-3fe6fe2db5a2,Liquid Green Fire Hot Sauce,"This tasty sauce is a sure-(green)fire way to wake up your taste buds. I consider it a health food; you can actually feel the calories melt away as you eat it. And even if it isn't actually burning calories, it's a much better way to work up a sweat than using a stair master. It can be used as a dip, a condiment, or a sauce for dishes like chile rellenos or enchiladas. It is best when you put refridgerate the sauce for about an hour after preparation to allow the boiled tomatillos and peppers to cool down.",10,15,2001-05-16,Sauces,,
30ffcda8-9c17-448e-a042-6187e4aa45d7,Jalapeno Cheeseburgers,Make and share this Jalapeno Cheeseburgers recipe from Food.com.,15,16,2001-05-16,< 60 Mins,4,
169ce74e-6fb0-485c-a617-52daa998dab9,Peanut Butter Sheet Cake,"Got this from the internet somewhere for someone -- haven't made it myself, but updated the ingredients list based on feedback 10/07",30,30,2001-05-17,Dessert,24,
665256f1-80db-4f33-acfd-9a4e84402261,Crock Pot Round Steak,Make and share this Crock Pot Round Steak recipe from Food.com.,5,360,2001-05-17,Steak,,
95b91065-db52-490b-9585-9028acf1f117,Hot Fudge Pudding Cake,Make and share this Hot Fudge Pudding Cake recipe from Food.com.,10,30,2001-05-17,Dessert,6,
eb6416f8-1eeb-4f62-bd65-6c7aa68f3419,Julia Child's White Bread,Make and share this Julia Child's White Bread recipe from Food.com.,100,105,2001-05-17,Breads,16,
388506c3-aacb-453b-9d43-8f491f6bfb46,Ritz Breaded Pork Chops,"Your hands will get messy with this recipe, so have a paper towel handy! However, once you bite into these juicy pork chops, you won't care how messy the kitchen is!",10,20,2001-05-17,Lunch/Snacks,6,
79a732ae-f27b-46b7-aa15-f728f70b1fbd,Sour Cream Banana Bread,Make and share this Sour Cream Banana Bread recipe from Food.com.,10,50,2001-05-18,Quick Breads,,
b7f7b912-8755-4cf3-98d6-d06abe29ada9,Vegan Corn Dogs,Make and share this Vegan Corn Dogs recipe from Food.com.,5,12,2001-05-18,Lunch/Snacks,6,
d2cebf35-eecb-4231-8c50-03f376014b02,Traditional Penne Alla Vodka,Make and share this Traditional Penne Alla Vodka recipe from Food.com.,15,60,2001-05-19,Penne,,
b9826fba-9754-48f4-9d41-73b82573fac1,Popeye's favorite,This is a quick easy way of sprucing up your spinach so even spinach haters can tolerate it! It is very tasty just don't overcook it.,10,8,2001-05-19,Fruit,4,
92001cfb-aa0a-4559-82ae-253c213a73c3,Sausage and Bell Peppers,Make and share this Sausage and Bell Peppers recipe from Food.com.,5,30,2001-05-20,One Dish Meal,4,
60ef8fc7-46cf-4b52-86f1-1259696738e2,Leftover Mashed Potato Pancakes,"This recipe was recently submitted to a news group to which I belong. I think it is very good and hope you like it, too. Preparation time in the kitchen is just a few minutes. When the big meal is through, this is a tasty way to use up the leftover mashed potatoes.",5,30,2001-05-20,Breakfast,2,
428adba9-698f-4eb6-9dec-f116d985a947,Green Beans with Garlic Butter,Make and share this Green Beans with Garlic Butter recipe from Food.com.,10,10,2001-05-20,Low Protein,4,
0d8c7781-f8e3-4442-abc2-c0c759987736,Chocolate Chip Bundt Cake,Make and share this Chocolate Chip Bundt Cake recipe from Food.com.,0,2,2001-05-20,Dessert,12,
6dd067be-acfd-409b-90d4-ae1487af5cc5,Upside-Down Fresh Peach Cobbler,"A delicious, fast and easy dish, using fresh or canned fruit. A family favorite , handed down through the generations.",15,45,2001-05-21,Dessert,8,
66419728-36d1-43e8-825c-c551e5eb3b8b,BULGOGI (marinated grilled beef),I got this recipe form an old Korean woman that liked our family. Out of all her recipies this was my family's favorite.,120,2,2001-05-21,Meat,2,
6948ff00-e6e8-43af-b86a-e3a487329291,Coconut Jumbo Shrimp,Make and share this Coconut Jumbo Shrimp recipe from Food.com.,30,10,2001-05-22,Coconut,4,
5526cf6b-7d25-4693-9da4-4eab5de5022a,3rd Serving Meatloaf,Make and share this 3rd Serving Meatloaf recipe from Food.com.,15,60,2001-05-22,Meat,,
7a7b9690-fa74-44e2-8a34-ba7f2dac00e8,My Flour Tortillas,"My family cooks everything by touch, I've never been able to duplicate their tortilla recipe until now.",30,20,2001-05-23,Breads,,
59aa49c5-9946-4f0b-917b-325c9b830f0c,Whole Wheat Irish Soda Bread,"A friend of mine sent me this recipe. It is easy to make and very tasty and nutritious. I visit Ireland every couple of years, and this is much like what we enjoy for breakfast.",10,40,2001-05-23,Breads,10,
92ea2ad7-7fe3-484c-94e6-12a49169eeae,Vegetarian White Bean Soup,Make and share this Vegetarian White Bean Soup recipe from Food.com.,20,120,2001-05-24,Lunch/Snacks,6,
fb293bc2-96c1-4ae9-bfdb-e1e14ea6a7be,5-Ingredient Chicken Parm,An absolutely tasty and versatile dish. I have prepared this for two of us and for 100 men on a men's retreat and with the same consistency of flavor.,15,30,2001-05-24,Chicken,4,
40085fa6-d1be-45ff-82b3-270c75ddd21e,Macadamia cheese log,Make and share this Macadamia cheese log recipe from Food.com.,10,,2001-05-24,Cheese,,
88ff33e4-53f9-4c50-a56d-98c6e147d5a1,Cheese Ball,Make and share this Cheese Ball recipe from Food.com.,15,,2001-05-24,Spreads,,
3cfc2651-a516-449d-85eb-0c7d018ca728,Chinese Coleslaw,Make and share this Chinese Coleslaw recipe from Food.com.,5,10,2001-05-24,< 15 Mins,,
98a14206-e103-4544-8504-432f4122a874,Chocolate Krispies,Make and share this Chocolate Krispies recipe from Food.com.,10,10,2001-05-24,Dessert,4,
2ae946c8-1006-468f-a148-5cf8909d90f3,Freezer Coleslaw,Make and share this Freezer Coleslaw recipe from Food.com.,75,,2001-05-25,Vegetable,,
e7557c6d-7d61-41c6-ad56-b6e2dd43164b,Pineapple Boats,Make and share this Pineapple Boats recipe from Food.com.,30,40,2001-05-25,Frozen Desserts,4,
e31cc16d-f929-454b-9f5c-2d840ad9c641,Bread Salad,Make and share this Bread Salad recipe from Food.com.,10,,2001-05-26,Vegetable,,
3d9f2676-dc0c-49f5-8349-54940a47727c,Meat Pie with Phyllo Dough,Make and share this Meat Pie with Phyllo Dough recipe from Food.com.,15,15,2001-05-28,Meat,6,
ce62d21b-4149-4d21-9e0b-2d6b2c9fef25,old fashioned cheesecakes,Make and share this old fashioned cheesecakes recipe from Food.com.,15,20,2001-05-28,Cheesecake,,
e85f993c-17ce-458c-b4eb-c8c17aaf6860,Creamy Caesar Dressing,Make and share this Creamy Caesar Dressing recipe from Food.com.,5,,2001-05-28,Salad Dressings,,
1b9b8ac6-9361-4434-8503-add3df96947e,Mustard Pepper Dressing,Make and share this Mustard Pepper Dressing recipe from Food.com.,5,,2001-05-28,Salad Dressings,,
5b865292-da59-47b0-ba72-beab2fad2840,Yellow or Zucchini Squash Pie,"This recipe was given to my mom from a lady who works with her. I love it and so does my husband, and he hates squash.",10,30,2001-05-28,Cheese,,
b5c7ede1-e4fb-4a17-a2bf-b2e74a47d583,Pizza Crust,"Easy pizza crust, you can add your favorite spices to it to make it your own, such as basil, oregano, etc.",180,48,2001-05-28,Breads,,
f6ca4083-2b75-4cd7-9c56-a5ae1e7eda49,Graham Crackers,This recipe is an excellent subsitute for store bought brands of graham crackers. Also useful to those who don't have a local source for a boxed graham cracker.,30,12,2001-05-28,Dessert,24,
bca82d96-fcc4-456c-a34a-3fad83baf65b,Zucchini Parmesan,Make and share this Zucchini Parmesan recipe from Food.com.,3,15,2001-05-28,Vegetable,,
4527fb38-6e12-4e48-9a12-37e795a041fb,Down-Home Succotash,Make and share this Down-Home Succotash recipe from Food.com.,15,30,2001-05-28,Vegetable,,
bceed422-645b-431e-9c81-535bee2c9235,Cheesecake,This is the cheesecake I have made for ages. In our house someone always makes a finger mark in it for tradition.,8,55,2001-05-28,Cheesecake,9,
27ac877b-2db3-4cf5-bc67-bcce21d3be2e,Ghos Pilaau,Make and share this Ghos Pilaau recipe from Food.com.,25,60,2001-05-28,One Dish Meal,8,
a10959ce-4ebb-41bc-9a2d-f053737e5a57,Rosemary Chicken,Make and share this Rosemary Chicken recipe from Food.com.,20,45,2001-05-29,Chicken,4,
acc909fe-35c3-4a17-9e27-a4cab2f014a5,Incredible Beef Stroganoff,Make and share this Incredible Beef Stroganoff recipe from Food.com.,30,25,2001-05-29,Meat,4,
aa1104a4-abde-41da-ab3f-43f0e5ed8334,Coconut Cookies,Make and share this Coconut Cookies recipe from Food.com.,5,10,2001-05-29,Drop Cookies,48,
a5250ebe-5c9e-4f89-95ca-dfcdce75577a,Carrot-Orange Soup,"A delicious, incredibly easy, elegant, and very nutritious soup. Can serve hot or cold. I make it weekly. Original recipe comes from Best Slow Cooker Recipes in Canada .",15,60,2001-05-29,Vegetable,,
ca1713c4-8142-4afe-a170-43fae4abe2a9,Watermelon Granita,Make and share this Watermelon Granita recipe from Food.com.,60,40,2001-05-29,Melons,4,
85e3cba2-9346-4644-af94-f55a78938220,Coffee Granita,Make and share this Coffee Granita recipe from Food.com.,240,,2001-05-29,Beverages,6,
0eb30430-774b-4684-aa39-11744afbb0a3,Muslim Naan,Make and share this Muslim Naan recipe from Food.com.,0,35,2001-05-29,Yeast Breads,6,
